wavs/clip_000014.wav|Æхсæвæр куы бахордтой, уæд кæстæр æфсымæр – Æхсæртæг – загъта Æхсарæн: - Æрхуысс уал, Æхсар, радыгай хъахъхъæнæм – æмбисæхсæвмæ ды бафынæй кæн, уырдыгæй бонмæ та – æз.|Æхсæвæр куы бахордтой, уæд кæстæр æфсымæр – Æхсæртæг – загъта Æхсарæн: - Æрхуысс уал, Æхсар, радыгай хъахъхъæнæм – æмбисæхсæвмæ ды бафынæй кæн, уырдыгæй бонмæ та – æз.
wavs/clip_000015.wav|Æхсар сразы ис æмæ æрхуыссыди æмæ бафынæй ис.|Æхсар сразы ис æмæ æрхуыссыди æмæ бафынæй ис.
wavs/clip_000016.wav|Æмбисæхсæв фехъал ис æмæ дзуры Æхсæртæгмæ: - Хуыцау мын æй ныббарæд – æгæр афынæй дæн.|Æмбисæхсæв фехъал ис æмæ дзуры Æхсæртæгмæ: - Хуыцау мын æй ныббарæд – æгæр афынæй дæн.
wavs/clip_000017.wav|Æхсæртæг æм фæстæмæ дзуры: - Нырма æмбисæхсæв нæу, æмæ уал хуысс.|Æхсæртæг æм фæстæмæ дзуры: - Нырма æмбисæхсæв нæу, æмæ уал хуысс.
wavs/clip_000018.wav|Хуыссæгхъæлдзæг лæппу та ‘рхуыссыд фæстæмæ æмæ афынæй ис.|Хуыссæгхъæлдзæг лæппу та ‘рхуыссыд фæстæмæ æмæ афынæй ис.
wavs/clip_000019.wav|Æхсæв æмæ бон кæрæдзийæ куыд хицæн кодтой, афтæ цæхæрадонмæ ‘рбатахтысты æртæ маргъы.|Æхсæв æмæ бон кæрæдзийæ куыд хицæн кодтой, афтæ цæхæрадонмæ ‘рбатахтысты æртæ маргъы.
wavs/clip_000020.wav|Æхсæртæг бады, йæ фат æмæ йе’рдын йæ къухы, афтæмæй.|Æхсæртæг бады, йæ фат æмæ йе’рдын йæ къухы, афтæмæй.
wavs/clip_000021.wav|Кæсы, æмæ ‘виппайды бæлас ныррухс и, æмæ йыл бады æртæ ‘хсинæджы.|Кæсы, æмæ ‘виппайды бæлас ныррухс и, æмæ йыл бады æртæ ‘хсинæджы.
wavs/clip_000022.wav|Фæткъуымæ куыддæр фæцæйæвнæлдтой, афтæ сæ Æхсæртæг фехста, æмæ атахтысты, æрмæст сæ иуæн йæ туджы ‘ртæхтæ ‘ркалдысты зæхмæ.|Фæткъуымæ куыддæр фæцæйæвнæлдтой, афтæ сæ Æхсæртæг фехста, æмæ атахтысты, æрмæст сæ иуæн йæ туджы ‘ртæхтæ ‘ркалдысты зæхмæ.
wavs/clip_000023.wav|Æхсæртæг райхъал кодта Æхсары æмæ ин загъта: - Æхсинæг фæцæф кодтон фæткъуы бæласыл, æмæ мын цæфæй атахти.|Æхсæртæг райхъал кодта Æхсары æмæ ин загъта: - Æхсинæг фæцæф кодтон фæткъуы бæласыл, æмæ мын цæфæй атахти.
wavs/clip_000024.wav|Мæнæ кæсыс йæ туджы ‘ртæхтæм!|Мæнæ кæсыс йæ туджы ‘ртæхтæм!
wavs/clip_000025.wav|Куы фæцæф ис, уæд ныллæджыты атахтис, æмæ мæнæн йæ тугвæдыл æнæ цæугæ нæй.|Куы фæцæф ис, уæд ныллæджыты атахтис, æмæ мæнæн йæ тугвæдыл æнæ цæугæ нæй.
wavs/clip_000027.wav|Æрбамбырд кодта туджы ‘ртæхты, батыхта сæ зæлдаг кæлмæрзæны.|Æрбамбырд кодта туджы ‘ртæхты, батыхта сæ зæлдаг кæлмæрзæны.
wavs/clip_000028.wav|Кæлмæрзæн йæ фæснахы атъыста æмæ, куы ‘рбабон ис, уæд загъта Æхсарæн: - Æз ныр цæуын сæфты мæргъты фæдыл, æмæ цы зæгъыс?|Кæлмæрзæн йæ фæснахы атъыста æмæ, куы ‘рбабон ис, уæд загъта Æхсарæн: - Æз ныр цæуын сæфты мæргъты фæдыл, æмæ цы зæгъыс?
wavs/clip_000029.wav|Æхсар ын загъта: - Æз дæр цæуын, ды кæдæм цæуай, уырдæм.|Æхсар ын загъта: - Æз дæр цæуын, ды кæдæм цæуай, уырдæм.
wavs/clip_000030.wav|Араст сты ‘фсымæртæ æмæ цæуынц тугвæдыл, æмæ сæ уый бахаста денджызы былмæ.|Араст сты ‘фсымæртæ æмæ цæуынц тугвæдыл, æмæ сæ уый бахаста денджызы былмæ.
wavs/clip_000031.wav|Уым фæд денджызы бынмæ ныххызтис.|Уым фæд денджызы бынмæ ныххызтис.
wavs/clip_000032.wav|Æхсæртæг загъта Æхсарæн: - Æз цæуын денджызы бынмæ, ды мæм ам, денджызы был, æнхъæлмæ кæс, æмæ кæд денджыз сырх фынк хæсса, уæд-иу нæ хæдзармæ аздæх – мæнæй дын пайда нал ис; кæд урс фынк хæсса, уæд мæм-иу афæдзы бонмæ банхъæлмæ кæс.|Æхсæртæг загъта Æхсарæн: - Æз цæуын денджызы бынмæ, ды мæм ам, денджызы был, æнхъæлмæ кæс, æмæ кæд денджыз сырх фынк хæсса, уæд-иу нæ хæдзармæ аздæх – мæнæй дын пайда нал ис; кæд урс фынк хæсса, уæд мæм-иу афæдзы бонмæ банхъæлмæ кæс.
wavs/clip_000033.wav|- Хорз, - загъта Æхсар æмæ баззад денджызы был, Æхсæртæг та йæ дзауматæ ‘рбатымбыл кодта æмæ ныффардæг ис денджызы бынмæ.|- Хорз, - загъта Æхсар æмæ баззад денджызы был, Æхсæртæг та йæ дзауматæ ‘рбатымбыл кодта æмæ ныффардæг ис денджызы бынмæ.
